,Date,HIGH,CLOSE,OPEN,LOW,NUM_NEG,NUM_NEU,NUM_POS,TW,weekend,NUM_NEG1,NUM_NEG2,NUM_NEG3,NUM_NEU1,NUM_NEU2,NUM_NEU3,NUM_POS1,NUM_POS2,NUM_POS3,TW1,TW2,TW3,CLOSE1,CLOSE2,CLOSE3,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,UTX,V,VZ,WMT,XOM
10499,9/8/13,33.58,33.41,33.5,33.22,0,32,1,33,1,3,12,4,95,55,74,2,15,13,100,82,91,33.41,33.41,33.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10500,9/9/13,33.72,33.62,33.42,33.25,5,55,13,73,0,0,3,12,32,95,55,1,2,15,33,100,82,33.41,33.41,33.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10501,9/10/13,34.1,33.97,33.89,33.75,3,69,16,88,0,5,0,3,55,32,95,13,1,2,73,33,100,33.62,33.41,33.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10502,9/11/13,34.25,33.99,33.98,33.87,3,71,26,100,0,3,5,0,69,55,32,16,13,1,88,73,33,33.97,33.62,33.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10503,9/12/13,34.45,34.38,33.94,33.94,11,85,8,104,0,3,3,5,71,69,55,26,16,13,100,88,73,33.99,33.97,33.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10504,9/13/13,34.73,34.32,34.51,34.21,7,56,16,79,0,11,3,3,85,71,69,8,26,16,104,100,88,34.38,33.99,33.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10505,9/14/13,34.73,34.32,34.51,34.21,2,17,8,27,1,7,11,3,56,85,71,16,8,26,79,104,100,34.32,34.38,33.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10506,9/15/13,34.73,34.32,34.51,34.21,3,34,9,46,1,2,7,11,17,56,85,8,16,8,27,79,104,34.32,34.32,34.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10507,9/16/13,34.73,34.57,34.57,34.36,5,64,9,78,0,3,2,7,34,17,56,9,8,16,46,27,79,34.32,34.32,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10508,9/17/13,34.88,34.76,34.59,34.55,4,105,32,141,0,5,3,2,64,34,17,9,9,8,78,46,27,34.57,34.32,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10509,9/18/13,35.01,34.94,34.73,34.31,15,145,30,190,0,4,5,3,105,64,34,32,9,9,141,78,46,34.76,34.57,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10510,9/19/13,34.96,34.8,34.92,34.68,10,66,7,83,0,15,4,5,145,105,64,30,32,9,190,141,78,34.94,34.76,34.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10511,9/20/13,34.94,34.32,34.94,34.2,8,94,21,123,0,10,15,4,66,145,105,7,30,32,83,190,141,34.8,34.94,34.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10512,9/21/13,34.94,34.32,34.94,34.2,2,26,7,35,1,8,10,15,94,66,145,21,7,30,123,83,190,34.32,34.8,34.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10513,9/22/13,34.94,34.32,34.94,34.2,2,20,1,23,1,2,8,10,26,94,66,7,21,7,35,123,83,34.32,34.32,34.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10514,9/23/13,34.4,34.21,34.4,33.71,3,60,12,75,0,2,2,8,20,26,94,1,7,21,23,35,123,34.32,34.32,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10515,9/24/13,34.29,34.09,34.06,34.01,5,82,6,93,0,3,2,2,60,20,26,12,1,7,75,23,35,34.21,34.32,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10516,9/25/13,34.37,34.05,34.1,33.95,8,98,11,117,0,5,3,2,82,60,20,6,12,1,93,75,23,34.09,34.21,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10517,9/26/13,34.43,34.23,34.17,34.09,10,71,15,96,0,8,5,3,98,82,60,11,6,12,117,93,75,34.05,34.09,34.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
