,Date,HIGH,CLOSE,OPEN,LOW,NUM_NEG,NUM_NEU,NUM_POS,TW,weekend,NUM_NEG1,NUM_NEG2,NUM_NEG3,NUM_NEU1,NUM_NEU2,NUM_NEU3,NUM_POS1,NUM_POS2,NUM_POS3,TW1,TW2,TW3,CLOSE1,CLOSE2,CLOSE3,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,UTX,V,VZ,WMT,XOM
1947,7/30/13,126.96,125.83,126.29,125.19,0,17,3,20,0,0,0,0,29,8,7,7,0,0,36,8,7,126.2,127.55,127.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,7/31/13,126.91,125.97,126.02,125.75,2,35,5,42,0,0,0,0,17,29,8,3,7,0,20,36,8,125.83,126.2,127.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,8/1/13,126.66,126.34,126.57,125.64,2,44,7,53,0,2,0,0,35,17,29,5,3,7,42,20,36,125.97,125.83,126.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,8/2/13,125.1,124.95,124.87,123.3,23,94,25,142,0,2,2,0,44,35,17,7,5,3,53,42,20,126.34,125.97,125.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,8/3/13,125.1,124.95,124.87,123.3,3,4,1,8,1,23,2,2,94,44,35,25,7,5,142,53,42,124.95,126.34,125.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,8/4/13,125.1,124.95,124.87,123.3,4,18,2,24,1,3,23,2,4,94,44,1,25,7,8,142,53,124.95,124.95,126.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,8/5/13,124.75,123.98,124.72,123.76,10,29,7,46,0,4,3,23,18,4,94,2,1,25,24,8,142,124.95,124.95,124.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,8/6/13,124.16,123.09,123.97,123.01,9,18,3,30,0,10,4,3,29,18,4,7,2,1,46,24,8,123.98,124.95,124.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,8/7/13,123.92,123.35,123.03,122.8,8,38,4,50,0,9,10,4,18,29,18,3,7,2,30,46,24,123.09,123.98,124.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,8/8/13,124.21,123.05,123.73,121.91,2,26,4,32,0,8,9,10,38,18,29,4,3,7,50,30,46,123.35,123.09,123.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,8/9/13,123.12,122.48,123.12,121.68,5,16,9,30,0,2,8,9,26,38,18,4,4,3,32,50,30,123.05,123.35,123.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,8/10/13,123.12,122.48,123.12,121.68,0,8,2,10,1,5,2,8,16,26,38,9,4,4,30,32,50,122.48,123.05,123.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,8/11/13,123.12,122.48,123.12,121.68,1,2,3,6,1,0,5,2,8,16,26,2,9,4,10,30,32,122.48,122.48,123.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,8/12/13,122.07,121.8,122,120.91,1,21,2,24,0,1,0,5,2,8,16,3,2,9,6,10,30,122.48,122.48,122.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,8/13/13,123.23,122.51,121.93,121.4,1,25,7,33,0,1,1,0,21,2,8,2,3,2,24,6,10,121.8,122.48,122.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,8/14/13,122.96,122.02,122.76,121.54,3,14,8,25,0,1,1,1,25,21,2,7,2,3,33,24,6,122.51,121.8,122.48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,8/15/13,121,120.24,120.68,120,0,18,7,25,0,3,1,1,14,25,21,8,7,2,25,33,24,122.02,122.51,121.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,8/16/13,120.19,119.88,119.89,119.05,0,14,1,15,0,0,3,1,18,14,25,7,8,7,25,25,33,120.24,122.02,122.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,8/17/13,120.19,119.88,119.89,119.05,2,4,0,6,1,0,0,3,14,18,14,1,7,8,15,25,25,119.88,120.24,122.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,8/18/13,120.19,119.88,119.89,119.05,0,8,0,8,1,2,0,0,4,14,18,0,1,7,6,15,25,119.88,119.88,120.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,8/19/13,120,118.66,119.77,118.52,11,20,5,36,0,0,2,0,8,4,14,0,0,1,8,6,15,119.88,119.88,119.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,8/20/13,119.3,118.33,118.59,118.31,4,14,5,23,0,11,0,2,20,8,4,5,0,0,36,8,6,118.66,119.88,119.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,8/21/13,118.5,117.69,118.38,117.22,30,33,5,68,0,4,11,0,14,20,8,5,5,0,23,36,8,118.33,118.66,119.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,8/22/13,119.19,118.26,117.94,117.43,10,46,11,67,0,30,4,11,33,14,20,5,5,5,68,23,36,117.69,118.33,118.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,8/23/13,119.73,119.51,118.69,118.12,2,29,4,35,0,10,30,4,46,33,14,11,5,5,67,68,23,118.26,117.69,118.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,8/24/13,119.73,119.51,118.69,118.12,0,4,4,8,1,2,10,30,29,46,33,4,11,5,35,67,68,119.51,118.26,117.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,8/25/13,119.73,119.51,118.69,118.12,3,12,2,17,1,0,2,10,4,29,46,4,4,11,8,35,67,119.51,119.51,118.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,8/26/13,119.92,118.84,119.74,118.52,4,11,3,18,0,3,0,2,12,4,29,2,4,4,17,8,35,119.51,119.51,119.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,8/27/13,119.67,118.88,118.27,118.07,48,26,12,86,0,4,3,0,11,12,4,3,2,4,18,17,8,118.84,119.51,119.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,8/28/13,122.36,121.82,119.63,119.48,4,68,54,126,0,48,4,3,26,11,12,12,3,2,86,18,17,118.88,118.84,119.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,8/29/13,121.55,120.34,121.16,120.06,8,43,12,63,0,4,48,4,68,26,11,54,12,3,126,86,18,121.82,118.88,118.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,8/30/13,120.88,120.42,120.67,120.07,3,24,7,34,0,8,4,48,43,68,26,12,54,12,63,126,86,120.34,121.82,118.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,8/31/13,120.88,120.42,120.67,120.07,1,13,0,14,1,3,8,4,24,43,68,7,12,54,34,63,126,120.42,120.34,121.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,9/1/13,120.88,120.42,120.67,120.07,0,12,0,12,1,1,3,8,13,24,43,0,7,12,14,34,63,120.42,120.42,120.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,9/2/13,120.88,120.42,120.67,120.07,0,15,0,15,1,0,1,3,12,13,24,0,0,7,12,14,34,120.42,120.42,120.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,9/3/13,121.48,120.47,121.34,120,5,12,8,25,0,0,0,1,15,12,13,0,0,0,15,12,14,120.42,120.42,120.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,9/4/13,121.27,120.87,120.35,119.94,2,24,4,30,0,5,0,0,12,15,12,8,0,0,25,15,12,120.47,120.42,120.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,9/5/13,121.67,121.34,121.08,120.91,4,24,5,33,0,2,5,0,24,12,15,4,8,0,30,25,15,120.87,120.47,120.42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,9/6/13,122.13,121.22,121.49,120.11,12,28,6,46,0,4,2,5,24,24,12,5,4,8,33,30,25,121.34,120.87,120.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,9/7/13,122.13,121.22,121.49,120.11,4,6,1,11,1,12,4,2,28,24,24,6,5,4,46,33,30,121.22,121.34,120.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,9/8/13,122.13,121.22,121.49,120.11,0,5,2,7,1,4,12,4,6,28,24,1,6,5,11,46,33,121.22,121.22,121.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,9/9/13,122.47,122.2,121.21,121.21,5,22,4,31,0,0,4,12,5,6,28,2,1,6,7,11,46,121.22,121.22,121.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,9/10/13,122.99,122.97,122.95,121.21,7,12,9,28,0,5,0,4,22,5,6,4,2,1,31,7,11,122.2,121.22,121.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,9/11/13,124,123.92,123.2,122.79,3,30,7,40,0,7,5,0,12,22,5,9,4,2,28,31,7,122.97,122.2,121.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,9/12/13,124.62,123.9,124.06,123.64,1,31,11,43,0,3,7,5,30,12,22,7,9,4,40,28,31,123.92,122.97,122.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,9/13/13,124.84,124.14,123.98,123.81,7,24,11,42,0,1,3,7,31,30,12,11,7,9,43,40,28,123.9,123.92,122.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,9/14/13,124.84,124.14,123.98,123.81,1,13,5,19,1,7,1,3,24,31,30,11,11,7,42,43,40,124.14,123.9,123.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,9/15/13,124.84,124.14,123.98,123.81,3,15,1,19,1,1,7,1,13,24,31,5,11,11,19,42,43,124.14,124.14,123.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,9/16/13,125.19,124.09,124.98,123.98,3,24,0,27,0,3,1,7,15,13,24,1,5,11,19,19,42,124.14,124.14,124.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,9/17/13,125.19,124.35,124.12,124.08,5,25,20,50,0,3,3,1,24,15,13,0,1,5,27,19,19,124.09,124.14,124.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,9/18/13,126.43,125.83,124.36,123.82,11,23,9,43,0,5,3,3,25,24,15,20,0,1,50,27,19,124.35,124.09,124.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,9/19/13,126.12,125.45,125.86,125.25,5,22,8,35,0,11,5,3,23,25,24,9,20,0,43,50,27,125.83,124.35,124.09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,9/20/13,126.23,125,125.63,124.74,4,26,8,38,0,5,11,5,22,23,25,8,9,20,35,43,50,125.45,125.83,124.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,9/21/13,126.23,125,125.63,124.74,0,7,1,8,1,4,5,11,26,22,23,8,8,9,38,35,43,125,125.45,125.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,9/22/13,126.23,125,125.63,124.74,0,3,0,3,1,0,4,5,7,26,22,1,8,8,8,38,35,125,125,125.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,9/23/13,125.62,125.51,124.62,124.57,1,14,8,23,0,0,0,4,3,7,26,0,1,8,3,8,38,125,125,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,9/24/13,125.84,124.56,125.33,124.41,3,20,6,29,0,1,0,0,14,3,7,8,0,1,23,3,8,125.51,125,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,9/25/13,125.03,124.13,124.77,124.07,11,13,1,25,0,3,1,0,20,14,3,6,8,0,29,23,3,124.56,125.51,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,9/26/13,124.44,123.5,124.1,123.02,2,27,10,39,0,11,3,1,13,20,14,1,6,8,25,29,23,124.13,124.56,125.51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,9/27/13,123.26,122.63,123.21,122.51,4,22,8,34,0,2,11,3,27,13,20,10,1,6,39,25,29,123.5,124.13,124.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,9/28/13,123.26,122.63,123.21,122.51,2,4,1,7,1,4,2,11,22,27,13,8,10,1,34,39,25,122.63,123.5,124.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,9/29/13,123.26,122.63,123.21,122.51,0,12,2,14,1,2,4,2,4,22,27,1,8,10,7,34,39,122.63,122.63,123.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,9/30/13,122.02,121.45,121.6,120.5,6,17,8,31,0,0,2,4,12,4,22,2,1,8,14,7,34,122.63,122.63,122.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,10/1/13,121.74,121.32,121.27,120.84,4,32,4,40,0,6,0,2,17,12,4,8,2,1,31,14,7,121.45,122.63,122.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,10/2/13,121.18,120.81,121.04,119.76,7,30,3,40,0,4,6,0,32,17,12,4,8,2,40,31,14,121.32,121.45,122.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,10/3/13,120.66,118.25,120.62,118.03,14,60,16,90,0,7,4,6,30,32,17,3,4,8,40,40,31,120.81,121.32,121.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,10/4/13,118.54,118.12,118.5,117.52,7,47,13,67,0,14,7,4,60,30,32,16,3,4,90,40,40,118.25,120.81,121.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10/5/13,118.54,118.12,118.5,117.52,0,16,1,17,1,7,14,7,47,60,30,13,16,3,67,90,40,118.12,118.25,120.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,10/6/13,118.54,118.12,118.5,117.52,1,13,0,14,1,0,7,14,16,47,60,1,13,16,17,67,90,118.12,118.12,118.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,10/7/13,118.5,117.86,117.43,117.21,17,56,18,91,0,1,0,7,13,16,47,0,1,13,14,17,67,118.12,118.12,118.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,10/8/13,118.09,116.73,118.04,116.71,4,60,12,76,0,17,1,0,56,13,16,18,0,1,91,14,17,117.86,118.12,118.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,10/9/13,116.8,116.14,116.7,115.32,16,70,33,119,0,4,17,1,60,56,13,12,18,0,76,91,14,116.73,117.86,118.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,10/10/13,116.38,116.37,115.24,114.44,22,79,28,129,0,16,4,17,70,60,56,33,12,18,119,76,91,116.14,116.73,117.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,10/11/13,117.71,117.64,116.57,115.93,4,26,33,63,0,22,16,4,79,70,60,28,33,12,129,119,76,116.37,116.14,116.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10/12/13,117.71,117.64,116.57,115.93,1,11,0,12,1,4,22,16,26,79,70,33,28,33,63,129,119,117.64,116.37,116.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10/13/13,117.71,117.64,116.57,115.93,1,14,1,16,1,1,4,22,11,26,79,0,33,28,12,63,129,117.64,117.64,116.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,10/14/13,118.75,118.58,117.33,116.32,16,32,9,57,0,1,1,4,14,11,26,1,0,33,16,12,63,117.64,117.64,117.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,10/15/13,119.07,118.14,118.55,117.77,5,34,7,46,0,16,1,1,32,14,11,9,1,0,57,16,12,118.58,117.64,117.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,10/16/13,119.72,119.17,119.42,118.34,5,13,16,34,0,5,16,1,34,32,14,7,9,1,46,57,16,118.14,118.58,117.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,10/17/13,119.61,119.46,119.11,118.67,12,48,1,61,0,5,5,16,13,34,32,16,7,9,34,46,57,119.17,118.14,118.58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,10/18/13,119.85,119.62,119.61,119.13,10,22,6,38,0,12,5,5,48,13,34,1,16,7,61,34,46,119.46,119.17,118.14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,10/19/13,119.85,119.62,119.61,119.13,7,11,1,19,1,10,12,5,22,48,13,6,1,16,38,61,34,119.62,119.46,119.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,10/20/13,119.85,119.62,119.61,119.13,5,6,6,17,1,7,10,12,11,22,48,1,6,1,19,38,61,119.62,119.62,119.46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,10/21/13,120.19,119.81,119.61,119.31,13,43,14,70,0,5,7,10,6,11,22,6,1,6,17,19,38,119.62,119.62,119.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,10/22/13,120.79,120.64,120.01,119.71,1,19,6,26,0,13,5,7,43,6,11,14,6,1,70,17,19,119.81,119.62,119.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,10/23/13,120.64,120.13,120.28,119.83,0,31,17,48,0,1,13,5,19,43,6,6,14,6,26,70,17,120.64,119.81,119.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,10/24/13,121,120.57,120.67,119.91,6,23,10,39,0,0,1,13,31,19,43,17,6,14,48,26,70,120.13,120.64,119.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,10/25/13,121.22,120.59,120.59,120.27,2,39,15,56,0,6,0,1,23,31,19,10,17,6,39,48,26,120.57,120.13,120.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,10/26/13,121.22,120.59,120.59,120.27,1,5,0,6,1,2,6,0,39,23,31,15,10,17,56,39,48,120.59,120.57,120.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,10/27/13,121.22,120.59,120.59,120.27,1,22,5,28,1,1,2,6,5,39,23,0,15,10,6,56,39,120.59,120.59,120.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,10/28/13,121.15,120.89,120.56,120.09,4,44,8,56,0,1,1,2,22,5,39,5,0,15,28,6,56,120.59,120.59,120.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,10/29/13,122.01,121.53,121.35,121.16,1,36,8,45,0,4,1,1,44,22,5,8,5,0,56,28,6,120.89,120.59,120.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,10/30/13,121.96,120.28,121.54,119.91,5,29,5,39,0,1,4,1,36,44,22,8,8,5,45,56,28,121.53,120.89,120.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,10/31/13,121.33,120.04,120.15,119.83,7,79,8,94,0,5,1,4,29,36,44,5,8,8,39,45,56,120.28,121.53,120.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,11/1/13,119.44,118.04,119.05,117,72,184,38,294,0,7,5,1,79,29,36,8,5,8,94,39,45,120.04,120.28,121.53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,11/2/13,119.44,118.04,119.05,117,5,26,3,34,1,72,7,5,184,79,29,38,8,5,294,94,39,118.04,120.04,120.28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,11/3/13,119.44,118.04,119.05,117,7,25,12,44,1,5,72,7,26,184,79,3,38,8,34,294,94,118.04,118.04,120.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,11/4/13,118.6,118.11,118.51,117.32,11,55,10,76,0,7,5,72,25,26,184,12,3,38,44,34,294,118.04,118.04,118.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,11/5/13,118.89,118.41,117.82,117.07,7,41,22,70,0,11,7,5,55,25,26,10,12,3,76,44,34,118.11,118.04,118.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,11/6/13,121.41,121.11,119.3,118.82,3,74,27,104,0,7,11,7,41,55,25,22,10,12,70,76,44,118.41,118.11,118.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,11/7/13,121.88,119.92,121.64,119.42,5,32,14,51,0,3,7,11,74,41,55,27,22,10,104,70,76,121.11,118.41,118.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,11/8/13,121.21,121.18,119.67,119.58,5,34,9,48,0,5,3,7,32,74,41,14,27,22,51,104,70,119.92,121.11,118.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,11/9/13,121.21,121.18,119.67,119.58,1,17,6,24,1,5,5,3,34,32,74,9,14,27,48,51,104,121.18,119.92,121.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,11/10/13,121.21,121.18,119.67,119.58,0,11,2,13,1,1,5,5,17,34,32,6,9,14,24,48,51,121.18,121.18,119.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,11/11/13,121.5,121.07,121.18,120.71,2,27,9,38,0,0,1,5,11,17,34,2,6,9,13,24,48,121.18,121.18,121.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
